cts,GPS (Lat.) [deg],GPS (Long.) [deg]
309760,30.2984117,120.0479294
309770,30.2984118,120.0479282
309780,30.2984119,120.047927
309790,30.29841198,120.0479259
309800,30.29841207,120.0479247
309810,30.29841215,120.0479235
309820,30.29841224,120.0479224
309830,30.29841231,120.0479213
309840,30.29841241,120.0479201
309850,30.29841251,120.0479189
309860,30.29841261,120.0479177
309870,30.29841272,120.0479165
309880,30.29841282,120.0479152
309890,30.29841293,120.047914
309900,30.29841302,120.0479128
309910,30.2984131,120.0479117
309920,30.29841319,120.0479105
309930,30.29841327,120.0479093
309940,30.29841336,120.0479082
309950,30.29841342,120.047907
309960,30.29841354,120.0479058
309970,30.29841366,120.0479047
309980,30.29841378,120.0479035
309990,30.2984139,120.0479024
310000,30.29841401,120.0479012
310010,30.29841414,120.0479
310020,30.29841424,120.0478989
310030,30.29841435,120.0478978
310040,30.29841445,120.0478966
310050,30.29841455,120.0478955
310060,30.29841465,120.0478943
310070,30.29841478,120.0478932
310080,30.29841482,120.0478921
310090,30.29841485,120.0478909
310100,30.29841489,120.0478898
310110,30.29841492,120.0478886
310120,30.29841495,120.0478874
310130,30.29841497,120.0478863
310140,30.29841507,120.0478851
310150,30.29841517,120.047884
310160,30.29841527,120.0478829
310170,30.29841537,120.0478817
310180,30.29841548,120.0478806
310190,30.29841558,120.0478795
310200,30.29841568,120.0478783
310210,30.29841578,120.0478772
310220,30.29841588,120.0478761
310230,30.29841598,120.047875
310240,30.29841609,120.0478738
310250,30.29841619,120.0478727
310260,30.29841626,120.0478716
310270,30.29841633,120.0478704
310280,30.2984164,120.0478693
310290,30.29841646,120.0478681
310300,30.29841653,120.047867
310310,30.2984166,120.0478658
310320,30.29841668,120.0478645
310330,30.29841675,120.0478633
310340,30.29841683,120.047862
310350,30.2984169,120.0478607
310360,30.29841697,120.0478594
310370,30.29841707,120.0478582
310380,30.29841716,120.0478569
310390,30.29841726,120.0478556
310400,30.29841735,120.0478543
310410,30.29841746,120.047853
310420,30.29841754,120.0478517
310430,30.29841761,120.0478505
310440,30.29841769,120.0478493
310450,30.29841776,120.047848
310460,30.29841784,120.0478468
310470,30.29841791,120.0478456
310480,30.29841799,120.0478443
310490,30.29841807,120.047843
310500,30.29841814,120.0478417
310510,30.29841822,120.0478405
310520,30.29841829,120.0478392
310530,30.29841839,120.0478379
310540,30.29841848,120.0478366
310550,30.29841858,120.0478353
310560,30.29841867,120.047834
310570,30.29841876,120.0478327
310580,30.29841887,120.0478314
310590,30.29841899,120.0478301
310600,30.2984191,120.0478288
310610,30.29841922,120.0478275
310620,30.29841934,120.0478262
310630,30.29841944,120.0478249
310640,30.29841953,120.0478237
310650,30.29841963,120.0478224
310660,30.29841972,120.0478212
310670,30.29841982,120.0478199
310680,30.29841991,120.0478186
310690,30.29842001,120.0478174
310700,30.2984201,120.0478161
310710,30.2984202,120.0478149
310720,30.29842029,120.0478136
310730,30.29842039,120.0478124
310740,30.29842048,120.0478112
310750,30.29842058,120.0478099
310760,30.29842067,120.0478087
310770,30.29842077,120.0478075
310780,30.29842087,120.0478063
310790,30.29842094,120.047805
310800,30.29842102,120.0478038
310810,30.2984211,120.0478025
310820,30.29842117,120.0478012
310830,30.29842122,120.0477998
310840,30.29842134,120.0477986
310850,30.29842145,120.0477974
310860,30.29842156,120.0477962
310870,30.29842168,120.047795
310880,30.29842181,120.0477938
310890,30.2984219,120.0477925
310900,30.298422,120.0477913
310910,30.29842209,120.04779
310920,30.29842219,120.0477887
310930,30.29842228,120.0477875
310940,30.29842239,120.0477862
310950,30.29842244,120.0477849
310960,30.2984225,120.0477836
310970,30.29842256,120.0477823
310980,30.29842262,120.047781
310990,30.29842265,120.0477797
311000,30.29842275,120.0477784
311010,30.29842284,120.0477771
311020,30.29842294,120.0477758
311030,30.29842303,120.0477745
311040,30.29842316,120.0477732
311050,30.29842321,120.0477719
311060,30.29842327,120.0477706
311070,30.29842333,120.0477693
311080,30.29842338,120.047768
311090,30.29842344,120.0477667
311100,30.2984235,120.0477654
311110,30.29842357,120.0477642
311120,30.29842365,120.0477629
311130,30.29842373,120.0477617
311140,30.2984238,120.0477604
311150,30.29842388,120.0477592
311160,30.29842395,120.0477579
311170,30.29842403,120.0477565
311180,30.29842411,120.0477552
311190,30.29842418,120.0477539
311200,30.29842427,120.0477525
311210,30.29842432,120.0477512
311220,30.29842438,120.04775
311230,30.29842444,120.0477487
311240,30.2984245,120.0477474
311250,30.29842455,120.0477462
311260,30.29842461,120.0477449
311270,30.29842467,120.0477436
311280,30.29842472,120.0477423
311290,30.29842478,120.0477411
311300,30.29842484,120.0477398
311310,30.29842489,120.0477385
311320,30.298425,120.0477373
311330,30.2984251,120.0477361
311340,30.29842521,120.0477349
311350,30.29842532,120.0477337
311360,30.29842548,120.0477325
311370,30.29842551,120.0477313
311380,30.29842555,120.04773
311390,30.29842558,120.0477288
311400,30.29842562,120.0477275
311410,30.29842566,120.0477262
311420,30.29842568,120.047725
311430,30.29842576,120.0477238
311440,30.29842583,120.0477226
311450,30.2984259,120.0477214
311460,30.29842597,120.0477201
311470,30.29842603,120.0477189
311480,30.29842612,120.0477177
311490,30.29842621,120.0477166
311500,30.2984263,120.0477154
311510,30.29842639,120.0477142
311520,30.29842648,120.0477131
311530,30.29842658,120.0477119
311540,30.29842665,120.0477107
311550,30.29842672,120.0477095
311560,30.29842679,120.0477083
311570,30.29842686,120.0477071
311580,30.29842693,120.0477059
311590,30.29842701,120.0477047
311600,30.29842708,120.0477035
311610,30.29842715,120.0477022
311620,30.29842722,120.047701
311630,30.29842729,120.0476998
311640,30.29842737,120.0476986
311650,30.29842744,120.0476974
311660,30.29842751,120.0476962
311670,30.29842758,120.047695
311680,30.29842765,120.0476938
311690,30.29842773,120.0476926
311700,30.2984278,120.0476914
311710,30.29842787,120.0476902
311720,30.29842794,120.047689
311730,30.29842801,120.0476878
311740,30.29842809,120.0476866
311750,30.29842816,120.0476854
311760,30.29842823,120.0476842
311770,30.2984283,120.0476829
311780,30.29842837,120.0476817
311790,30.29842845,120.0476805
311800,30.29842852,120.0476792
311810,30.29842859,120.047678
311820,30.29842868,120.0476767
311830,30.29842877,120.0476755
311840,30.29842886,120.0476743
311850,30.29842895,120.047673
311860,30.29842905,120.0476718
311870,30.29842912,120.0476706
311880,30.29842919,120.0476693
311890,30.29842926,120.0476681
311900,30.29842934,120.0476669
311910,30.29842941,120.0476657
311920,30.29842948,120.0476645
311930,30.29842955,120.0476633
311940,30.29842962,120.0476621
311950,30.2984297,120.0476608
311960,30.29842977,120.0476596
311970,30.29842983,120.0476583
311980,30.29842991,120.0476571
311990,30.29843,120.0476559
312000,30.29843009,120.0476547
312010,30.29843018,120.0476535
312020,30.29843027,120.0476524
312030,30.29843036,120.0476512
312040,30.29843047,120.04765
312050,30.29843057,120.0476487
312060,30.29843068,120.0476475
312070,30.29843079,120.0476463
312080,30.29843091,120.047645
312090,30.298431,120.0476438
312100,30.29843109,120.0476427
312110,30.29843118,120.0476415
312120,30.29843127,120.0476403
312130,30.29843136,120.0476392
312140,30.29843143,120.047638
312150,30.29843156,120.0476368
312160,30.29843169,120.0476357
312170,30.29843181,120.0476345
312180,30.29843194,120.0476333
312190,30.29843206,120.0476322
312200,30.29843219,120.047631
312210,30.29843232,120.0476298
312220,30.29843244,120.0476287
312230,30.29843257,120.0476275
312240,30.29843269,120.0476264
312250,30.29843288,120.0476253
312260,30.29843291,120.0476241
312270,30.29843295,120.0476228
312280,30.29843298,120.0476216
312290,30.29843302,120.0476204
312300,30.29843306,120.0476192
312310,30.29843309,120.047618
312320,30.29843313,120.0476167
312330,30.29843316,120.0476154
312340,30.2984332,120.0476142
312350,30.29843324,120.0476129
312360,30.29843326,120.0476117
312370,30.29843331,120.0476104
312380,30.29843337,120.0476091
312390,30.29843342,120.0476079
312400,30.29843347,120.0476066
312410,30.29843353,120.0476054
312420,30.29843358,120.0476041
312430,30.29843365,120.0476029
312440,30.29843372,120.0476017
312450,30.29843379,120.0476005
312460,30.29843386,120.0475993
312470,30.29843395,120.0475981
312480,30.29843401,120.0475969
312490,30.29843406,120.0475956
312500,30.29843411,120.0475944
312510,30.29843417,120.0475932
312520,30.29843422,120.047592
312530,30.29843429,120.0475908
312540,30.29843431,120.0475895
312550,30.29843433,120.0475882
312560,30.29843435,120.047587
312570,30.29843436,120.0475857
312580,30.29843438,120.0475845
312590,30.2984344,120.0475832
312600,30.29843445,120.047582
312610,30.29843451,120.0475808
312620,30.29843456,120.0475795
312630,30.29843462,120.0475783
312640,30.29843468,120.0475771
312650,30.29843472,120.0475759
312660,30.29843475,120.0475747
312670,30.29843479,120.0475736
312680,30.29843482,120.0475724
312690,30.29843486,120.0475712
312700,30.2984349,120.0475701
312710,30.29843493,120.0475688
312720,30.29843497,120.0475676
312730,30.298435,120.0475664
312740,30.29843504,120.0475652
312750,30.29843509,120.0475641
312760,30.29843511,120.0475628
312770,30.29843512,120.0475615
312780,30.29843514,120.0475602
312790,30.29843516,120.047559
312800,30.29843518,120.0475577
312810,30.29843517,120.0475564
312820,30.29843528,120.0475552
312830,30.29843539,120.047554
312840,30.2984355,120.0475528
312850,30.2984356,120.0475516
312860,30.29843567,120.0475503
312870,30.29843583,120.0475492
312880,30.29843599,120.0475481
312890,30.29843615,120.047547
312900,30.29843632,120.0475459
312910,30.29843648,120.0475448
312920,30.29843665,120.0475437
312930,30.29843678,120.0475426
312940,30.2984369,120.0475414
312950,30.29843703,120.0475403
312960,30.29843716,120.0475391
312970,30.29843735,120.047538
312980,30.2984374,120.0475368
312990,30.29843746,120.0475356
313000,30.29843751,120.0475344
313010,30.29843757,120.0475332
313020,30.29843762,120.0475319
313030,30.29843767,120.0475307
313040,30.29843773,120.0475295
313050,30.29843778,120.0475282
313060,30.29843784,120.047527
313070,30.29843789,120.0475258
313080,30.29843794,120.0475245
313090,30.298438,120.0475233
313100,30.29843805,120.047522
313110,30.2984381,120.0475208
313120,30.29843816,120.0475196
313130,30.29843821,120.0475184
313140,30.29843828,120.0475171
313150,30.29843831,120.047516
313160,30.29843835,120.0475148
313170,30.29843839,120.0475137
313180,30.29843842,120.0475125
313190,30.29843846,120.0475114
313200,30.29843849,120.0475102
313210,30.29843854,120.047509
313220,30.2984386,120.0475078
313230,30.29843865,120.0475067
313240,30.29843871,120.0475055
313250,30.29843876,120.0475043
313260,30.29843881,120.0475031
313270,30.29843887,120.0475019
313280,30.29843892,120.0475006
313290,30.29843898,120.0474994
313300,30.29843903,120.0474982
313310,30.29843908,120.047497
313320,30.29843915,120.0474957
313330,30.29843923,120.0474943
313340,30.2984393,120.047493
313350,30.29843938,120.0474917
313360,30.29843949,120.0474904
313370,30.29843951,120.047489
313380,30.29843953,120.0474877
313390,30.29843955,120.0474863
313400,30.29843957,120.047485
313410,30.29843962,120.0474836
313420,30.2984396,120.0474823
313430,30.29843958,120.0474809
313440,30.29843956,120.0474796
313450,30.29843954,120.0474782
313460,30.29843952,120.0474769
313470,30.29843951,120.0474755
313480,30.29843942,120.0474742
313490,30.29843932,120.0474728
313500,30.29843923,120.0474714
313510,30.29843913,120.0474701
313520,30.29843903,120.0474687
313530,30.29843895,120.0474673
313540,30.29843888,120.0474659
313550,30.2984388,120.0474646
313560,30.29843872,120.0474632
313570,30.2984386,120.0474617
313580,30.2984386,120.0474604
313590,30.2984386,120.0474592
313600,30.2984386,120.0474579
313610,30.2984386,120.0474566
313620,30.29843858,120.0474553
313630,30.2984386,120.0474541
313640,30.29843862,120.0474528
313650,30.29843864,120.0474516
313660,30.29843866,120.0474503
313670,30.29843868,120.0474491
313680,30.29843869,120.0474478
313690,30.29843873,120.0474465
313700,30.29843877,120.0474452
313710,30.29843881,120.0474439
313720,30.29843885,120.0474426
313730,30.29843888,120.0474413
313740,30.29843892,120.04744
313750,30.29843896,120.0474387
313760,30.298439,120.0474374
313770,30.29843903,120.0474361
313780,30.29843902,120.0474348
313790,30.29843913,120.0474336
313800,30.29843925,120.0474323
313810,30.29843936,120.0474311
313820,30.29843947,120.0474299
313830,30.29843963,120.0474288
313840,30.2984397,120.0474275
313850,30.29843978,120.0474262
313860,30.29843985,120.0474249
313870,30.29843993,120.0474236
313880,30.29844,120.0474223
313890,30.2984401,120.047421
313900,30.29844011,120.0474197
313910,30.29844013,120.0474185
313920,30.29844015,120.0474172
313930,30.29844017,120.0474159
313940,30.29844018,120.0474147
313950,30.29844022,120.0474134
313960,30.29844026,120.0474121
313970,30.29844029,120.0474108
313980,30.29844033,120.0474095
313990,30.29844031,120.0474082
314000,30.29844042,120.0474069
314010,30.29844054,120.0474056
314020,30.29844065,120.0474043
314030,30.29844077,120.0474031
314040,30.29844088,120.0474018
314050,30.298441,120.0474005
314060,30.29844105,120.0473992
314070,30.29844111,120.047398
314080,30.29844117,120.0473968
314090,30.29844122,120.0473955
314100,30.2984413,120.0473943
314110,30.2984413,120.047393
314120,30.2984413,120.0473917
314130,30.2984413,120.0473904
314140,30.2984413,120.0473892
314150,30.29844128,120.0473879
314160,30.29844132,120.0473866
314170,30.29844135,120.0473853
314180,30.29844139,120.047384
314190,30.29844143,120.0473828
314200,30.29844147,120.0473815
314210,30.29844151,120.0473802
314220,30.29844154,120.0473789
314230,30.29844158,120.0473776
314240,30.29844162,120.0473764
314250,30.29844166,120.0473751
314260,30.2984417,120.0473738
314270,30.2984417,120.0473725
314280,30.2984417,120.0473712
314290,30.2984417,120.0473698
314300,30.2984417,120.0473685
314310,30.29844166,120.0473672
314320,30.29844175,120.047366
314330,30.29844184,120.0473648
314340,30.29844193,120.0473636
314350,30.29844202,120.0473624
314360,30.29844204,120.0473612
314370,30.29844221,120.0473601
314380,30.29844237,120.0473589
314390,30.29844253,120.0473578
314400,30.29844269,120.0473566
314410,30.29844285,120.0473555
314420,30.29844306,120.0473543
314430,30.29844313,120.0473531
314440,30.29844321,120.0473519
314450,30.29844328,120.0473508
314460,30.29844335,120.0473496
314470,30.29844342,120.0473484
314480,30.29844349,120.0473472
314490,30.2984436,120.047346
314500,30.29844371,120.0473448
314510,30.29844381,120.0473436
314520,30.29844392,120.0473425
314530,30.29844402,120.0473412
314540,30.29844414,120.0473401
314550,30.29844427,120.0473389
314560,30.2984444,120.0473378
314570,30.29844452,120.0473366
314580,30.29844465,120.0473355
314590,30.29844478,120.0473343
314600,30.29844489,120.0473332
314610,30.29844499,120.047332
314620,30.2984451,120.0473308
314630,30.29844521,120.0473297
314640,30.29844532,120.0473285
314650,30.29844543,120.0473273
314660,30.29844553,120.0473262
314670,30.29844564,120.047325
314680,30.29844575,120.0473238
314690,30.29844586,120.0473227
314700,30.29844597,120.0473215
314710,30.29844606,120.0473203
314720,30.29844615,120.0473191
314730,30.29844624,120.047318
314740,30.29844633,120.0473168
314750,30.29844644,120.0473156
314760,30.29844651,120.0473145
314770,30.29844658,120.0473133
314780,30.29844665,120.0473122
314790,30.29844672,120.047311
314800,30.2984468,120.0473099
314810,30.29844687,120.0473087
314820,30.29844694,120.0473075
314830,30.29844701,120.0473063
314840,30.29844708,120.0473051
314850,30.29844716,120.0473039
314860,30.29844723,120.0473027
314870,30.2984473,120.0473015
314880,30.29844739,120.0473003
314890,30.29844748,120.0472991
314900,30.29844757,120.047298
314910,30.29844766,120.0472968
314920,30.29844779,120.0472956
314930,30.29844781,120.0472944
314940,30.29844783,120.0472931
314950,30.29844784,120.0472919
314960,30.29844786,120.0472906
314970,30.29844788,120.0472894
314980,30.29844789,120.0472882
314990,30.29844799,120.047287
315000,30.2984481,120.0472858
315010,30.29844821,120.0472846
315020,30.29844832,120.0472835
315030,30.29844841,120.0472823
315040,30.29844854,120.0472811
315050,30.29844866,120.04728
315060,30.29844879,120.0472788
315070,30.29844892,120.0472776
315080,30.29844904,120.0472765
315090,30.29844918,120.0472753
315100,30.29844925,120.0472741
315110,30.29844933,120.0472729
315120,30.2984494,120.0472717
315130,30.29844947,120.0472705
315140,30.2984496,120.0472693
315150,30.2984496,120.0472681
315160,30.2984496,120.0472669
315170,30.2984496,120.0472656
315180,30.2984496,120.0472644
315190,30.2984496,120.0472632
315200,30.29844958,120.047262
315210,30.29844963,120.0472608
315220,30.29844969,120.0472595
315230,30.29844974,120.0472583
315240,30.2984498,120.0472571
315250,30.29844988,120.0472559
315260,30.2984499,120.0472547
315270,30.29844992,120.0472535
315280,30.29844994,120.0472523
315290,30.29844996,120.0472511
315300,30.29844997,120.0472499
315310,30.29844997,120.0472487
315320,30.29845003,120.0472475
315330,30.29845008,120.0472463
315340,30.29845013,120.0472451
315350,30.29845019,120.0472439
315360,30.29845024,120.0472428
315370,30.29845029,120.0472416
315380,30.2984504,120.0472404
315390,30.29845051,120.0472393
315400,30.29845062,120.0472381
315410,30.29845072,120.047237
315420,30.2984509,120.0472359
315430,30.2984509,120.0472346
315440,30.2984509,120.0472334
315450,30.2984509,120.0472321
315460,30.2984509,120.0472308
315470,30.2984509,120.0472296
315480,30.2984509,120.0472283
315490,30.29845091,120.0472271
315500,30.29845093,120.0472259
315510,30.29845095,120.0472248
315520,30.29845097,120.0472236
315530,30.29845095,120.0472224
315540,30.29845102,120.0472212
315550,30.29845109,120.0472201
315560,30.29845116,120.0472189
315570,30.29845123,120.0472178
315580,30.29845131,120.0472166
315590,30.29845139,120.0472155
315600,30.29845141,120.0472142
315610,30.29845143,120.047213
315620,30.29845145,120.0472117
315630,30.29845147,120.0472104
315640,30.29845141,120.0472091
315650,30.29845151,120.0472079
315660,30.29845162,120.0472068
315670,30.29845173,120.0472056
315680,30.29845184,120.0472045
315690,30.29845195,120.0472033
315700,30.29845208,120.0472022
315710,30.29845213,120.047201
315720,30.29845218,120.0471998
315730,30.29845224,120.0471986
315740,30.29845229,120.0471975
315750,30.29845233,120.0471963
315760,30.2984524,120.0471951
315770,30.29845247,120.0471939
315780,30.29845254,120.0471927
315790,30.29845262,120.0471916
315800,30.29845269,120.0471904
315810,30.29845278,120.0471893
315820,30.29845282,120.047188
315830,30.29845285,120.0471868
315840,30.29845289,120.0471856
315850,30.29845292,120.0471844
315860,30.29845296,120.0471832
315870,30.29845299,120.0471819
315880,30.2984531,120.0471808
315890,30.2984532,120.0471796
315900,30.29845331,120.0471784
315910,30.29845342,120.0471773
315920,30.29845354,120.0471761
315930,30.29845363,120.0471749
315940,30.29845372,120.0471738
315950,30.29845381,120.0471727
315960,30.2984539,120.0471715
315970,30.29845399,120.0471704
315980,30.29845408,120.0471693
315990,30.29845416,120.0471681
316000,30.29845423,120.0471669
316010,30.2984543,120.0471657
316020,30.29845437,120.0471645
316030,30.2984544,120.0471633
316040,30.29845453,120.0471622
316050,30.29845465,120.047161
316060,30.29845478,120.0471598
316070,30.2984549,120.0471586
316080,30.29845503,120.0471574
316090,30.29845519,120.0471562
316100,30.29845522,120.047155
316110,30.29845526,120.0471539
316120,30.2984553,120.0471527
316130,30.29845533,120.0471515
316140,30.29845535,120.0471504
316150,30.2984554,120.0471492
316160,30.29845546,120.047148
316170,30.29845551,120.0471468
316180,30.29845557,120.0471456
316190,30.29845562,120.0471445
316200,30.29845564,120.0471433
316210,30.29845577,120.0471421
316220,30.29845589,120.0471409
316230,30.29845602,120.0471398
316240,30.29845614,120.0471386
316250,30.29845627,120.0471374
316260,30.2984564,120.0471362
316270,30.2984564,120.0471351
316280,30.2984564,120.0471339
316290,30.2984564,120.0471327
316300,30.2984564,120.0471316
316310,30.29845638,120.0471304
316320,30.29845641,120.0471292
316330,30.29845645,120.047128
316340,30.29845649,120.0471269
316350,30.29845652,120.0471257
316360,30.29845656,120.0471245
316370,30.29845659,120.0471233
316380,30.29845666,120.0471221
316390,30.29845673,120.0471209
316400,30.2984568,120.0471197
316410,30.29845688,120.0471185
316420,30.29845694,120.0471172
316430,30.29845702,120.0471161
316440,30.29845711,120.0471149
316450,30.2984572,120.0471137
316460,30.29845729,120.0471126
316470,30.29845738,120.0471114
316480,30.29845747,120.0471102
316490,30.29845758,120.0471091
316500,30.29845769,120.047108
316510,30.29845779,120.0471069
316520,30.2984579,120.0471058
316530,30.29845808,120.0471047
316540,30.2984581,120.0471035
316550,30.29845812,120.0471024
316560,30.29845814,120.0471012
316570,30.29845816,120.0471001
316580,30.29845817,120.0470989
316590,30.29845819,120.0470978
316600,30.29845821,120.0470966
316610,30.29845823,120.0470954
316620,30.29845825,120.0470942
316630,30.29845826,120.047093
316640,30.29845825,120.0470917
316650,30.2984583,120.0470906
316660,30.29845836,120.0470894
316670,30.29845841,120.0470882
316680,30.29845846,120.0470871
316690,30.29845852,120.0470859
316700,30.29845855,120.0470847
316710,30.29845864,120.0470835
316720,30.29845873,120.0470824
316730,30.29845882,120.0470812
316740,30.29845891,120.04708
316750,30.298459,120.0470788
316760,30.29845909,120.0470776
316770,30.2984592,120.0470764
316780,30.29845931,120.0470752
316790,30.29845941,120.047074
316800,30.29845952,120.0470729
316810,30.29845965,120.0470717
316820,30.29845973,120.0470705
316830,30.2984598,120.0470693
316840,30.29845987,120.0470681
316850,30.29845994,120.0470669
316860,30.29846001,120.0470657
316870,30.29846008,120.0470645
316880,30.29846017,120.0470634
316890,30.29846026,120.0470622
316900,30.29846035,120.0470611
316910,30.29846044,120.0470599
316920,30.29846057,120.0470588
316930,30.29846061,120.0470576
316940,30.29846064,120.0470564
316950,30.29846068,120.0470552
316960,30.29846072,120.047054
316970,30.29846075,120.0470528
316980,30.29846079,120.0470516
316990,30.29846082,120.0470504
317000,30.29846086,120.0470493
317010,30.2984609,120.0470481
317020,30.29846093,120.047047
317030,30.29846092,120.0470458
317040,30.29846101,120.0470447
317050,30.2984611,120.0470435
317060,30.29846119,120.0470424
317070,30.29846128,120.0470413
317080,30.29846137,120.0470401
317090,30.29846146,120.047039
317100,30.29846155,120.0470379
317110,30.29846164,120.0470367
317120,30.29846173,120.0470356
317130,30.29846182,120.0470344
317140,30.29846191,120.0470333
317150,30.298462,120.0470321
317160,30.29846205,120.0470309
317170,30.29846211,120.0470297
317180,30.29846216,120.0470286
317190,30.29846221,120.0470274
317200,30.29846227,120.0470262
317210,30.29846232,120.047025
317220,30.29846238,120.0470238
317230,30.29846243,120.0470227
317240,30.29846248,120.0470215
317250,30.29846254,120.0470203
317260,30.29846259,120.0470192
317270,30.29846266,120.047018
317280,30.29846273,120.0470168
317290,30.29846281,120.0470157
317300,30.29846288,120.0470145
317310,30.29846297,120.0470133
317320,30.29846301,120.0470121
317330,30.29846305,120.0470109
317340,30.29846308,120.0470097
317350,30.29846312,120.0470085
317360,30.29846315,120.0470073
317370,30.29846318,120.0470061
317380,30.29846327,120.0470049
317390,30.29846336,120.0470038
317400,30.29846345,120.0470026
317410,30.29846354,120.0470015
317420,30.29846363,120.0470004
317430,30.29846372,120.0469992
317440,30.29846381,120.046998
317450,30.2984639,120.0469968
317460,30.29846399,120.0469956
317470,30.29846408,120.0469944
317480,30.29846418,120.0469933
317490,30.29846423,120.0469921
317500,30.29846429,120.0469909
317510,30.29846434,120.0469897
317520,30.2984644,120.0469885
317530,30.29846442,120.0469873
317540,30.2984645,120.0469861
317550,30.29846459,120.046985
317560,30.29846468,120.0469838
317570,30.29846477,120.0469827
317580,30.29846486,120.0469815
317590,30.29846498,120.0469804
317600,30.29846502,120.0469792
317610,30.29846505,120.046978
317620,30.29846509,120.0469768
317630,30.29846513,120.0469757
317640,30.29846516,120.0469745
317650,30.29846519,120.0469733
317660,30.29846528,120.0469721
317670,30.29846537,120.046971
317680,30.29846546,120.0469698
317690,30.29846555,120.0469687
317700,30.29846562,120.0469675
317710,30.29846575,120.0469664
317720,30.29846587,120.0469652
317730,30.298466,120.0469641
317740,30.29846612,120.0469629
317750,30.29846625,120.0469618
317760,30.2984664,120.0469606
317770,30.29846641,120.0469595
317780,30.29846643,120.0469583
317790,30.29846645,120.0469571
317800,30.29846647,120.0469559
317810,30.29846643,120.0469547
317820,30.29846652,120.0469536
317830,30.29846661,120.0469525
317840,30.2984667,120.0469514
317850,30.29846679,120.0469502
317860,30.29846688,120.0469491
317870,30.29846698,120.046948
317880,30.29846704,120.0469468
317890,30.29846709,120.0469456
317900,30.29846715,120.0469445
317910,30.2984672,120.0469433
317920,30.29846724,120.0469421
317930,30.29846731,120.046941
317940,30.29846738,120.0469398
317950,30.29846745,120.0469386
317960,30.29846752,120.0469374
317970,30.2984676,120.0469363
317980,30.29846769,120.0469351
317990,30.29846771,120.0469339
318000,30.29846773,120.0469327
318010,30.29846775,120.0469315
318020,30.29846776,120.0469303
318030,30.29846771,120.0469291
318040,30.2984678,120.0469279
318050,30.29846789,120.0469267
318060,30.29846798,120.0469256
318070,30.29846807,120.0469244
318080,30.29846816,120.0469232
318090,30.29846823,120.046922
318100,30.29846836,120.0469209
318110,30.29846848,120.0469198
318120,30.29846861,120.0469186
318130,30.29846873,120.0469175
318140,30.29846886,120.0469164
318150,30.29846899,120.0469152
318160,30.29846906,120.046914
318170,30.29846914,120.0469128
318180,30.29846921,120.0469116
318190,30.29846928,120.0469104
318200,30.29846936,120.0469092
318210,30.29846942,120.046908
318220,30.29846947,120.0469069
318230,30.29846953,120.0469057
318240,30.29846958,120.0469046
318250,30.29846963,120.0469034
318260,30.29846969,120.0469023
318270,30.29846974,120.0469011
318280,30.2984698,120.0468999
318290,30.29846985,120.0468988
318300,30.2984699,120.0468976
318310,30.29846996,120.0468964
318320,30.29847001,120.0468953
318330,30.29847006,120.0468941
318340,30.29847012,120.0468929
318350,30.29847017,120.0468918
318360,30.29847023,120.0468906
318370,30.29847027,120.0468894
318380,30.29847035,120.0468883
318390,30.29847042,120.0468871
318400,30.29847049,120.0468859
318410,30.29847056,120.0468847
318420,30.29847063,120.0468836
318430,30.29847071,120.0468824
318440,30.29847078,120.0468812
318450,30.29847085,120.0468801
318460,30.29847092,120.0468789
318470,30.29847099,120.0468777
318480,30.29847106,120.0468766
318490,30.29847115,120.0468754
318500,30.29847124,120.0468743
318510,30.29847133,120.0468731
318520,30.29847142,120.046872
318530,30.29847151,120.0468708
318540,30.2984716,120.0468697
318550,30.2984716,120.0468684
318560,30.2984716,120.0468672
318570,30.2984716,120.046866
318580,30.2984716,120.0468648
318590,30.29847159,120.0468636
318600,30.29847161,120.0468624
318610,30.29847163,120.0468612
318620,30.29847164,120.0468601
318630,30.29847166,120.0468589
318640,30.29847168,120.0468577
318650,30.29847169,120.0468565
318660,30.29847174,120.0468553
318670,30.2984718,120.0468542
318680,30.29847185,120.046853
318690,30.29847191,120.0468519
318700,30.29847197,120.0468507
318710,30.29847201,120.0468496
318720,30.29847205,120.0468484
318730,30.29847208,120.0468473
318740,30.29847212,120.0468461
318750,30.29847215,120.046845
318760,30.29847217,120.0468438
318770,30.29847226,120.0468427
318780,30.29847235,120.0468415
318790,30.29847244,120.0468404
318800,30.29847253,120.0468392
318810,30.29847264,120.0468381
318820,30.29847271,120.0468369
318830,30.29847278,120.0468358
318840,30.29847285,120.0468346
318850,30.29847293,120.0468335
318860,30.298473,120.0468323
318870,30.29847307,120.0468312
318880,30.29847314,120.04683
318890,30.29847321,120.0468289
318900,30.29847329,120.0468277
318910,30.29847336,120.0468266
318920,30.29847338,120.0468254
318930,30.2984735,120.0468243
318940,30.29847363,120.0468231
318950,30.29847376,120.046822
318960,30.29847388,120.0468208
318970,30.29847401,120.0468197
318980,30.29847414,120.0468185
318990,30.29847425,120.0468173
319000,30.29847436,120.0468162
319010,30.29847447,120.046815
319020,30.29847457,120.0468138
319030,30.29847468,120.0468126
319040,30.2984748,120.0468114
319050,30.29847483,120.0468102
319060,30.29847487,120.046809
319070,30.2984749,120.0468079
319080,30.29847494,120.0468067
319090,30.29847494,120.0468054
319100,30.29847503,120.0468043
319110,30.29847512,120.0468032
319120,30.29847521,120.046802
319130,30.2984753,120.0468009
