lat,long,catagories,severity
30.3028845553,120.065189005
30.3028845279,120.065189345
30.302884610299998,120.065189618
30.3028843884,120.06518995999998
30.3028843695,120.065190337
30.302884476499997,120.06519070999998
30.3028847705,120.065190938
30.3028853016,120.065191363
30.302885737900002,120.06519182699999
30.3028860115,120.06519233200001
30.302886776699996,120.065193043
30.3028884422,120.065193503
30.302895579199998,120.065193573
30.302907605300003,120.065192769
30.302914657699997,120.06519388499999
30.3029182402,120.065194238
30.3029191299,120.065193808
30.302919114299996,120.065193169
30.302918528200003,120.06519254700001
30.3029178568,120.06519167300002
30.302917161699998,120.06519073999999
30.302916493500003,120.065189961
30.3029159181,120.065189657
30.302915639200002,120.06518957799999
30.3029152893,120.06518969999999
30.302914608800002,120.065189694
30.302913913399998,120.065189422
30.3029132435,120.065188954
30.3029127685,120.065188569
30.302912372,120.06518808000001
30.3029138169,120.065187683
30.3029169565,120.065187167
30.3029189101,120.065187405
30.302922092,120.065187655
30.302929622,120.065187632
30.302942200799997,120.06518635399999
30.3029650362,120.06518514
30.3030024112,120.065183167
30.3030515626,120.06518047
30.303106107799998,120.065177677
30.3031657985,120.065174973
30.3032309789,120.065171474
30.3032990205,120.065166486
30.303371245100003,120.065160644
30.3034507423,120.065153546
30.3035304744,120.06514673
30.303601137,120.06514276399999
30.3036627452,120.065139168
30.3037133859,120.065137163
30.3037563988,120.065136396
30.3037987705,120.065135532
30.303848325700002,120.065136096
30.30390833,120.06513612999998
30.3039725382,120.065134898
30.3040366611,120.065132804
30.3041034033,120.065129557
30.3041729769,120.06512659
30.3042406227,120.06512434800001
30.3043131209,120.06512049999999
30.3043898743,120.06511734400002
30.3044728454,120.06511389699999
30.304561604499998,120.065110871
30.304652876,120.06510770499999
30.3047489283,120.065103506
30.304848596699998,120.065099349
30.3049546179,120.065094933
30.305065128299997,120.065089838
30.3051744454,120.06508378299999
30.3052824058,120.065080236
30.3053824912,120.065075761
30.3054816054,120.06507126300001
30.305579774900004,120.0650681
30.3056720828,120.065064867
30.305758469399997,120.06506071
30.305838074500002,120.065056914
30.3059143559,120.065054193
30.3059852803,120.0650509
30.3060442209,120.065043786
30.306096237299997,120.06503785299999
30.3061387752,120.065031946
30.306176309500003,120.065023609
30.306212655499998,120.06501742799999
30.3062449907,120.065011249
30.3062747705,120.065005972
30.3063015852,120.065000589
30.306331716200003,120.064994631
30.3063620714,120.064989266
30.3063931909,120.06498301699999
30.306420978000002,120.06497676400001
30.3064449647,120.064971263
30.3064700451,120.06496537700001
30.3064987325,120.064958511
30.3065308472,120.06494978500001
30.3065670718,120.064938723
30.3066063653,120.06492622100001
30.3066533782,120.064911327
30.306707713300003,120.064894623
30.306760474900003,120.064878287
30.3068124134,120.06486180399999
30.306870015999998,120.064844244
30.3069269224,120.064825403
30.3069848795,120.064806292
30.3070454301,120.06478666499999
30.307106551900002,120.06476733899999
30.3071662066,120.064746314
30.307224390000002,120.064724915
30.3072809146,120.064703771
30.307334417252743,120.06468324835166
