lat,long,catagories,severity
30.297614966199998,120.06195688300001
30.297643023800003,120.061830807
30.2976694085,120.06170864699999
30.297693607299998,120.061591248
30.2977170695,120.06146820800001
30.2977389625,120.061343301
30.297759304699998,120.061221764
30.2977760128,120.06110356200001
30.2977893953,120.060986359
30.297800366,120.060865192
30.297809596,120.06074509199999
30.2978191037,120.060617721
30.2978272093,120.060492194
30.2978343631,120.060362428
30.2978411525,120.060230157
30.297847676900002,120.06009365300001
30.297854430900003,120.05996061600001
30.297861756000003,120.05982415300001
30.2978684749,120.059693639
30.2978751573,120.05955968399999
30.2978826874,120.059420596
30.2978904406,120.059287268
30.2978983363,120.059148838
30.297905247899998,120.059010868
30.2979120376,120.05886954600001
30.2979180473,120.058729915
30.2979254806,120.05858248099999
30.2979337873,120.058429594
30.2979420951,120.05828167600001
30.297950299,120.05813499300001
30.297958746600003,120.057979812
30.2979675992,120.057833748
30.2979769708,120.057688235
30.2979873224,120.05753210099999
30.297998112800002,120.057387237
30.298010356,120.057237492
30.298021906099997,120.05709581400001
30.2980317636,120.056958481
30.2980404365,120.05682433800001
30.2980487301,120.056694317
30.2980556195,120.056566288
30.298062106299998,120.056439344
30.2980692481,120.056312263
30.2980743934,120.056189347
30.2980796291,120.05605511899999
30.298085776799997,120.055921098
30.298091867500002,120.055784055
30.298098361500003,120.05564431799999
30.298104572299998,120.055510838
30.298109836200002,120.055383966
30.298116000999997,120.055259382
30.298121843700002,120.055149083
30.2981268162,120.055054763
30.2981284043,120.054973362
30.298125874000004,120.05489019299999
30.298120486600002,120.054808753
30.2981156978,120.054733471
30.2981130787,120.054654713
30.2981143177,120.05456367999999
30.298119402799998,120.05445666199999
30.2981273487,120.054336529
30.2981350556,120.05421446099999
30.298141972899998,120.05408451299999
30.2981495491,120.053948232
30.2981572073,120.05381258
30.298164127199996,120.053673043
30.2981710514,120.053533648
30.298178332000003,120.053387903
30.298185750000002,120.05324162999999
30.298192867500003,120.053094585
30.2982002169,120.052939295
30.298207759,120.052790656
30.2982142403,120.052642907
30.2982207041,120.052500057
30.2982280756,120.052347691
30.298235606200002,120.052200143
30.2982435317,120.052055967
30.298251834200002,120.051912783
30.298259676500003,120.051767654
30.2982675144,120.051619938
30.2982759477,120.051469293
30.2982839227,120.051314633
30.2982924445,120.051153836
30.2983011401,120.05099748299999
30.2983089985,120.05084096799999
30.298317068299998,120.05068290499999
30.2983253723,120.050521265
30.2983341469,120.050355197
30.298342897799998,120.050195076
30.2983512327,120.050035016
30.2983579973,120.049878647
30.2983512391,120.049730207
30.2983380926,120.049574464
30.2983305907,120.049406506
30.2983373279,120.04924471700001
30.2983455449,120.04908982299999
30.2983501022,120.048942481
30.2983557272,120.048790804
30.2983643892,120.048640398
30.2983749905,120.048499852
30.298383967,120.04835961500001
30.2983918206,120.048219535
30.298400756299998,120.048091208
30.2984092121,120.047961358
30.298418278999996,120.047841704
30.298426338,120.047716447
30.2984338295,120.047595017
30.2984389963,120.04747191300001
30.2984439936,120.047346046
30.298451064800002,120.047226743
30.298457572399997,120.04710867399999
30.298464261999996,120.04699160199999
30.2984709346,120.04687483
30.2984774892,120.046758622
30.2984841713,120.04664093199999
30.2984923618,120.046519789
30.298499562299998,120.046404361
30.2985065114,120.04629117500001
30.2985142326,120.046178228
30.298521429900003,120.046071071
30.2985284783,120.045956903
30.2985378133,120.045845913
30.298546655,120.045729269
30.2985545768,120.045607432
30.298562003,120.045484944
30.298569592099998,120.045363993
30.2985777331,120.045244342
30.298584603099997,120.045131456
30.2985918038,120.04501977800001
30.2985989472,120.04490694399999
30.2986058702,120.04479032699999
30.298612714599997,120.044668477
30.2986197996,120.044548796
30.2986270758,120.04442894
30.2986348341,120.044310114
30.2986407734,120.04419128699999
30.2986464955,120.044071315
30.2986516159,120.043948693
30.298657223,120.043832306
30.2986626266,120.04372114899999
30.2986679941,120.043614249
30.2986721976,120.043518169
30.298676667200002,120.04342686300001
30.2986808052,120.043349487
30.298684925699998,120.04328603399999
30.2986885565,120.04322977
30.2986919224,120.043185374
30.298694148899997,120.04314820100001
30.298697046500003,120.043118313
30.2986994981,120.043096367
30.2987011569,120.04308182599999
30.2987016312,120.043073289
30.2987016186,120.04306976100001
30.2987012923,120.043069425
30.2987011811,120.043069433
30.298701266200002,120.043069335
30.2987010439,120.043068771
30.2987016651,120.04306777100001
30.2987024421,120.04306727
30.2987036664,120.04306757500001
30.298705121100003,120.043068089
30.2987063913,120.04306879800001
30.2987081018,120.04306963799999
30.2987101869,120.043070764
30.2987121464,120.043071854
30.2987141102,120.043072518
30.2987157004,120.043073198
30.2987166738,120.043073517
30.2987172701,120.043073216
30.2987178664,120.043073047
30.2987182699,120.04307261599999
30.298718736199998,120.04307242700001
30.2987187715,120.043072416
30.298718715200003,120.043072444
30.298719132800002,120.04307257399999
30.2987193635,120.043072222
30.298719916899998,120.043071902
30.298720314399997,120.04307136400001
30.2987204145,120.04307104
30.2987204637,120.043070708
30.2987205063,120.04307073300001
30.2987204756,120.04307015399999
30.2987213191,120.043062948
30.298723220299998,120.0430437
30.2987262955,120.043015062
30.298729623600003,120.042982708
30.2987293733,120.04295113399999
30.298718829600002,120.042924281
30.2986998779,120.042910667
30.298677963,120.042910703
30.298658145,120.042927139
30.2986474415,120.042958748
30.298641812699998,120.04300182200001
30.298637635,120.043061303
30.2986343476,120.043138469
30.2986306831,120.04323706299999
30.298626190199997,120.04335544400001
30.2986198894,120.043487285
30.2986129053,120.043627954
30.2986056262,120.043775158
30.2985976714,120.043924581
30.2985892598,120.04408100500001
30.298580048799998,120.044241865
30.2985705031,120.04440687799999
30.2985612435,120.044577839
30.298551774699998,120.04475647
30.2985416489,120.044931028
30.298531802299998,120.045108657
30.298522188799996,120.045290916
30.2985122425,120.04547963
30.2985027389,120.045661585
30.2984931728,120.045842663
30.298483667,120.046023871
30.298473537099998,120.046205746
30.298462794400002,120.04638994999999
30.2984519621,120.046580968
30.298442324000003,120.04676531499999
30.2984326044,120.04696400799999
30.298422900000002,120.04715933400001
30.2984128329,120.047357156
30.298401875599996,120.04756412500001
30.2983911437,120.04775524
30.2983798432,120.047957579
30.2983696199,120.04815348100001
30.2983603346,120.048350565
30.2983521898,120.048547144
30.298345274600003,120.048756596
30.2983393305,120.04896620400001
30.298332439800003,120.04918290699999
30.298324645100003,120.04940757300001
30.2983157692,120.04962218
30.2983042884,120.049849546
30.298293277,120.050062624
30.2982817798,120.05028776099999
30.298270898300004,120.050501993
30.2982601225,120.05070704399999
30.298247120400003,120.050906762
30.298232630399998,120.05110011000001
30.2982202866,120.051271892
30.2982067107,120.051447642
30.2981945734,120.05161528500001
30.2981834983,120.051784644
30.2981720641,120.05196232300001
30.298160724499997,120.05213456899999
30.298149402099998,120.052306373
30.2981374429,120.05248097600001
30.2981247548,120.052661243
30.298112799800002,120.05282978299999
30.2981017267,120.052986375
30.298090365500002,120.053146889
30.298080154999997,120.05329448500001
30.2980722306,120.053437981
30.298065292900002,120.053579605
30.298058006599998,120.053715148
30.2980521622,120.05382863499999
30.2980473073,120.053929429
30.2980428003,120.05402033799999
30.298038948600002,120.054106589
30.298035389800003,120.054188572
30.2980322431,120.054256123
30.298029795900003,120.054309849
30.298027466100002,120.054347998
30.298026263500002,120.05437241899999
30.2980257949,120.054385256
30.2980254916,120.054390432
30.2980260305,120.054390888
30.298026295200003,120.054390927
30.298026275,120.054390859
30.298026633,120.054391295
30.2980268066,120.054391534
30.2980265908,120.05439191699999
30.298026516300002,120.054392227
30.2980265998,120.05439249700001
30.2980265978,120.05439278
30.2980267808,120.054393022
30.2980269232,120.05439358199999
30.298027103099997,120.054394115
30.2980273773,120.05439475499999
30.2980274017,120.054395554
30.2980274948,120.054396812
30.2980278233,120.054397436
30.2980278834,120.05439798100001
30.298027615000002,120.05439836199999
30.298027403299997,120.054398679
30.298026897,120.05439909
30.298026414699997,120.05439958000001
30.2980260491,120.054399849
30.2980257098,120.054400184
30.2980256553,120.05440064099999
30.2980259584,120.05440097500001
30.2980261057,120.05440098499999
30.2980259664,120.054400919
30.2980260105,120.054400748
30.2980260166,120.054400762
30.2980261059,120.05440059799999
30.298026117,120.05440036600001
30.298026113299997,120.054400035
30.298026231999998,120.054399876
30.2980261005,120.054399734
30.298025984400002,120.054399668
30.2980257136,120.054399385
30.2980255097,120.054399231
30.298025444200004,120.05439913800001
30.2980253765,120.05439918400002
30.298025100300002,120.054399023
30.2980247896,120.054398989
30.2980242936,120.05439898200001
30.2980238237,120.054399192
30.298023274400002,120.05439948600001
30.298022674200002,120.05439986200001
30.298022296200003,120.054400252
30.2980217693,120.05440057300001
30.2980213093,120.05440080300001
30.2980212255,120.05440114700001
30.2980212959,120.054401352
30.298021454300002,120.05440163499999
30.298021172600002,120.054401923
30.298021006,120.054402217
30.2980207677,120.05440236100002
30.2980205448,120.05440234900001
30.2980203429,120.054402045
30.298020173,120.05440170600001
30.298020023,120.05440136200001
30.2980200933,120.054401321
30.2980200242,120.05440110900001
30.2980197804,120.05440099100001
30.298019703700003,120.054401442
30.2980198626,120.054402064
30.298020078999997,120.054402647
30.2980198471,120.05440281700001
30.298019551299998,120.054402638
30.2980191563,120.054402298
30.298018783699998,120.054402002
30.2980185271,120.054401898
30.2980181537,120.05440157700001
30.2980181284,120.05440148199999
30.298018187900002,120.054401504
30.298018198,120.054401787
30.2980183605,120.05440202899999
30.2980183644,120.05440207800001
30.2980186152,120.054402125
30.2980191569,120.05440211000001
30.2980194604,120.05440175899999
30.2980193366,120.054401391
30.2980192189,120.05440124299999
30.298019286600002,120.05440115700002
30.2980191985,120.05440129099999
30.298018975999998,120.054401407
30.298018894400002,120.054401511
30.298019433,120.054401812
30.298019556999996,120.05440204
30.298019292099998,120.05440208
30.2980191555,120.054402235
30.2980193404,120.05440259699999
30.2980196127,120.054403013
30.298019666800002,120.054403244
30.2980196191,120.054403463
30.298019487199998,120.05440351600001
30.2980195267,120.054403552
30.298019345100002,120.05440349700001
30.298019260900002,120.054403397
30.2980193281,120.054403249
30.2980192823,120.054402997
30.298018974,120.05440264500001
30.2980188211,120.054402327
30.2980185093,120.05440215799999
30.2980183001,120.054402012
30.298018049000003,120.054401866
30.2980178667,120.054401739
30.2980178991,120.05440186300001
30.2980178647,120.05440295
30.298016937400003,120.05441435099999
30.298014870000003,120.054447595
30.2980110749,120.05450548799999
30.298006046599998,120.05458798800001
30.2979978879,120.054697394
30.2979865303,120.05484040900001
30.2979768697,120.054999723
30.2979658863,120.055187971
30.297953807099997,120.05538734
30.2979430043,120.055594356
30.2979315001,120.055813504
30.297922685099998,120.056029013
30.297917510799998,120.056243295
30.297912876,120.056463991
30.2979056973,120.05669204899999
30.297897648,120.056927585
30.297890643400002,120.05714606699999
30.297885139999998,120.05736811999999
30.2978795055,120.05757715600001
30.2978711369,120.05778042399999
30.2978616412,120.057982616
30.297851392600002,120.058185928
30.2978411063,120.058379747
30.2978316237,120.05856519000001
30.2978222792,120.058745793
30.297813619899998,120.05891961100001
30.297805597900002,120.059091295
30.2977981583,120.059248233
30.2977902808,120.05940862
30.297782083399998,120.059563667
30.2977731344,120.059716577
30.2977645461,120.059875754
30.297756135700002,120.060027314
30.297747057800002,120.060185691
30.297737250599997,120.060338075
30.2977257963,120.060507542
30.297712815,120.06067603400001
30.2976978707,120.06084305300001
30.297679745,120.061008392
30.297658805599998,120.061173553
30.2976366954,120.061322997
30.2976129253,120.06146346
30.2975868041,120.061591902
30.297562743,120.06170405499999
30.297538533900003,120.061814412
30.2975110825,120.061931786
30.2974862995,120.062040434
30.2974603062,120.062151936
30.297432103299997,120.062274825
30.2974032042,120.06239702500001
30.297374327900002,120.062520272
30.297341510699997,120.062656987
30.2973087021,120.062794693
30.2972769036,120.062928082
30.2972464568,120.06305631400001
30.2972170994,120.06318521200001
30.2971885334,120.06330894599999
30.297159926600003,120.063434311
30.2971300843,120.06356029700001
30.2970997918,120.063685119
30.2970704409,120.06381274699999
30.2970451141,120.063922494
30.2970218922,120.064022948
30.2970011202,120.06411551699999
30.2969818352,120.064202385
30.2969641718,120.064289121
30.296948278,120.064363224
30.296934181,120.06442365999999
30.2969238103,120.06446731
30.296916240300003,120.064501354
30.2969103425,120.06452726699999
30.296907068,120.064544389
30.2969065494,120.064551696
30.2969075541,120.064552377
30.296908894399998,120.064552487
30.2969102596,120.064552621
30.2969113708,120.064552708
30.296912330700003,120.06455244099999
30.296912972199998,120.06455242800001
30.2969137388,120.064552321
30.2969142151,120.064552039
30.2969147859,120.064551898
30.2969154804,120.06455197000001
30.29691629,120.064551999
30.296917350399998,120.064552289
30.2969185195,120.06455264799999
30.2969194297,120.064552764
30.296920042,120.06455256
30.296920677,120.06455246499999
30.2969215191,120.064552538
30.296922132200002,120.064552695
30.2969225954,120.06455287200001
30.296923034800002,120.064553065
30.296923639000003,120.064553469
30.296924489,120.06455391200001
30.296925304299997,120.064554313
30.2969258807,120.06455476699999
30.2969259952,120.064554795
30.2969264871,120.064554465
30.296927225999998,120.064553975
30.2969280565,120.06455366
30.296929043800002,120.06455349699999
30.2969296483,120.06455352799999
30.2969302847,120.064553763
30.2969310823,120.064553899
30.2969312709,120.064554963
30.296929508899996,120.064561007
30.2969275476,120.064572639
30.2969261766,120.064582539
30.2969256602,120.064586937
30.296926292500004,120.064588209
30.2969263889,120.064588523
30.296926266099998,120.064588878
30.296925134600002,120.06458826800001
30.2969231985,120.064587156
30.2969219858,120.064586335
30.2969209536,120.064585458
30.2969202078,120.064584897
30.2969197802,120.064584285
30.2969193692,120.064583836
30.2969189392,120.064583683
30.2969186756,120.06458380800001
30.296918762999997,120.064584644
30.2969185799,120.064585277
30.2969185331,120.06458593199999
30.2969184227,120.06458637899999
30.2969183381,120.064586447
30.2969183192,120.06458641699999
30.2969179764,120.064585988
30.2969182297,120.064585935
30.296918735099997,120.064586265
30.2969193785,120.064586511
30.2969195712,120.064586526
30.296919668199997,120.06458664600001
30.296919882500003,120.064587656
30.296918906300004,120.064597431
30.296914774799998,120.064622805
30.296907486800002,120.06466189700001
30.2968990622,120.064708059
30.2968897306,120.064757756
30.296882079000003,120.064798985
30.296875780999997,120.06483629099999
30.2968697125,120.064873059
30.2968636375,120.06490958399999
30.296859029900002,120.064939639
30.296854259400003,120.06496878899999
30.296848634699998,120.06500089400001
30.296842862499997,120.065039204
30.296842624099998,120.06508599700001
30.2968565364,120.06514021499999
30.2968866118,120.065198055
30.2969328139,120.065255157
30.296993012399998,120.065304101
30.2970632186,120.06534130899999
30.2971434083,120.06536109500001
30.297233354099998,120.065365013
30.2973223203,120.065362044
30.2974084501,120.06535749999999
30.2974916364,120.065354114
30.2975750012,120.06535451100001
30.2976630723,120.065355442
30.2977471019,120.06535359
30.297831033900003,120.065350445
30.2979188049,120.065347764
30.2980009687,120.065345201
30.2980740116,120.065344286
30.298141732399998,120.06534393800001
30.2982029246,120.06534257499999
30.2982615829,120.06534108800001
30.2983200355,120.065339652
30.2983785179,120.065339201
30.2984333753,120.065337997
30.298493378899998,120.06533595
30.2985563168,120.06533372
30.2986240128,120.065329224
30.2987053955,120.065320625
30.2987969142,120.06530994799999
30.298905885099998,120.065298638
30.299021880700003,120.065289963
30.2991393969,120.06528448099999
30.2992572296,120.065279737
30.2993761821,120.065274531
30.2994948945,120.06527106499999
30.2996151539,120.065269869
30.299742782,120.06527077999999
30.2998687149,120.06527182800001
30.2999895011,120.06527210899999
30.300113258299998,120.065270891
30.300223348600003,120.06527003900001
30.3003164926,120.065268144
30.300418357799998,120.065265639
30.3005133484,120.065260012
30.3006047354,120.065254489
30.3006922502,120.065250214
30.300777565399997,120.065247196
30.300862867,120.065244729
30.3009469179,120.065241847
30.3010289381,120.06523807800001
30.3011173598,120.06523445299999
30.3012058206,120.065230449
30.3012995477,120.06522663300001
30.3013921119,120.065223076
30.3014820421,120.065218841
30.301569857999997,120.06521466800001
30.301654243900003,120.06520997199999
30.3017399758,120.06520497
30.3018225613,120.065200829
30.3019105749,120.06519619500001
30.301996378600002,120.065192677
30.302081238699998,120.065189427
30.302166235599998,120.06518604499999
30.302251364099998,120.065182167
30.302345902400003,120.065178158
30.302440625,120.065175484
30.302525038,120.0651754
30.302599121500002,120.06517720800001
30.3026606804,120.06517827399999
30.3027082897,120.065178705
30.302749656,120.065177769
30.302787734,120.06517644499999
30.302818066,120.065175523
30.302839596099997,120.06517448700001
30.3028521674,120.065173609
30.3028569568,120.06517321999999
30.3028581329,120.065173172
30.3028597447,120.065172894
30.302861334499998,120.065172112
30.302863366,120.06517171
30.3028649882,120.06517149
30.302866278,120.065171185
30.302867365799997,120.06517085600001
30.302868349300002,120.06517065199999
30.302869191099997,120.065170631
30.3028705005,120.065170901
30.302871844699997,120.06517149400001
30.3028730916,120.065172023
30.302874405799997,120.06517253199999
30.302875630899997,120.06517319599999
30.302876844000004,120.065173972
30.302878305300002,120.065174798
30.3028795113,120.065175108
30.302880237999997,120.06517563199999
30.302881268900002,120.065176461
30.3028822704,120.065177197
30.3028831501,120.065177538
30.3028838483,120.065177892
30.3028850981,120.065178249
30.3028863487,120.06517833100001
30.3028877221,120.065178602
30.3028889805,120.065179171
30.302890090400002,120.065179591
30.302890917200003,120.065179981
30.3028910361,120.06518034499999
30.302890772700003,120.065180585
30.3028902538,120.065180668
30.3028897929,120.06518050999999
30.302889460000003,120.06518059599999
30.3028891377,120.065180946
30.3028888455,120.065181333
30.3028885515,120.06518184299999
30.3028882463,120.065182204
30.302887855799998,120.065182418
30.302887629399997,120.06518268800001
30.302887576,120.065182964
30.302887596,120.065183332
30.302887616499998,120.065183836
30.3028876889,120.065184439
30.3028877835,120.065184888
30.302887703699998,120.065185468
30.3028877956,120.06518588700001
30.302887663299998,120.06518621200001
30.3028872907,120.065186234
30.3028871669,120.065186653
30.3028868857,120.06518716299999
30.3028866599,120.06518777
30.3028863878,120.06518811699999
30.3028859157,120.065188372
30.3028852783,120.06518864600001
30.302884844999998,120.06518881800001
